file_id	-	total_length	rep_type	relaxase_type	mpf_type	orit_type	PredictedMobility
AI2922_v1_c1	-	5350931	-	-	MPF_T	-	Non-mobilizable
AI2922_v1_c2	G1	212171	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2922_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2922_v1_c4	G1	51281	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2923_v1_c1	-	5434227	-	-	-	-	Non-mobilizable
AI2923_v1_c2	G1	190220	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2923_v1_c3	G1	52442	IncL/M	-	MPF_I	-	Non-mobilizable
AI2923_v1_c4	G613	2927	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2924_v1_c1	-	4766042	-	-	-	-	Non-mobilizable
AI2924_v1_c2	G1	306668	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2924_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2924_v1_c4	G614	4853	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2924_v1_c5	G615	2496	ColRNAI_rep_cluster_1987	-	-	MOB_unknown,MOBP	Mobilizable
AI2925_v1_c1	-	5283862	-	-	-	-	Non-mobilizable
AI2925_v1_c2	G1	162215	IncFII,IncR,IncFII	MOBF	MPF_F	-	Conjugative
AI2925_v1_c3	G28	109966	IncFIB	-	-	-	Non-mobilizable
AI2925_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2925_v1_c5	G616	5903	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2926_v1_c1	-	5375747	-	-	MPF_T	-	Non-mobilizable
AI2926_v1_c2	G1	121346	IncFIB	-	-	-	Non-mobilizable
AI2927_v1_c1	-	5663976	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2927_v1_c2	G1	65903	rep_cluster_959,IncFII	MOBF	MPF_F	-	Conjugative
AI2927_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2927_v1_c4	G617	3272	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2927_v1_c5	G618	2927	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2928_v1_c1	-	4596356	rep_cluster_1527	-	-	-	Non-mobilizable
AI2928_v1_c2	G1	97068	IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2928_v1_c3	G619	53489	-	-	-	-	Non-mobilizable
AI2928_v1_c4	-	36062	-	-	-	-	Non-mobilizable
AI2928_v1_c5	G620	2406	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2928_v1_c6	G935	2045	-	-	-	-	Non-mobilizable
AI2929_v1_c1	-	5395304	-	-	-	-	Non-mobilizable
AI2929_v1_c2	G1	196447	rep_cluster_404	-	-	-	Non-mobilizable
AI2929_v1_c3	G1	194711	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2929_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2929_v1_c5	G621	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2930_v1_c1	-	5308772	-	-	-	-	Non-mobilizable
AI2930_v1_c2	G1	179440	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2930_v1_c3	G1	65319	IncL/M	MOBP	MPF_I	-	Conjugative
AI2930_v1_c4	G1	51792	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2930_v1_c5	G427	24413	-	-	MPF_T	-	Non-mobilizable
AI2931_v1_c1	-	5341722	-	-	-	-	Non-mobilizable
AI2931_v1_c2	G1	191958	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2931_v1_c3	G1	69168	IncL/M	MOBP	MPF_I	-	Conjugative
AI2931_v1_c4	G622	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2932_v1_c1	-	5414949	-	-	-	-	Non-mobilizable
AI2932_v1_c2	G1	196520	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2932_v1_c3	G28	112131	IncFIB	-	-	-	Non-mobilizable
AI2932_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2932_v1_c5	-	36887	-	-	-	-	Non-mobilizable
AI2932_v1_c6	G623	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2932_v1_c7	-	2925	-	-	-	-	Non-mobilizable
AI2932_v1_c8	G624	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2932_v1_c9	G1079	1158	-	-	-	-	Non-mobilizable
AI2934_v1_c1	-	5410164	-	-	-	-	Non-mobilizable
AI2934_v1_c10	G625	436	-	-	-	-	Non-mobilizable
AI2934_v1_c11	G626	363	-	-	-	-	Non-mobilizable
AI2934_v1_c12	G627	257	-	-	-	-	Non-mobilizable
AI2934_v1_c13	-	112	-	-	-	-	Non-mobilizable
AI2934_v1_c2	G1	119538	IncL/M,IncR	MOBP	MPF_I	-	Conjugative
AI2934_v1_c3	G1	106240	IncFII,IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2934_v1_c4	G1	84622	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2934_v1_c5	G1	35804	-	-	-	-	Non-mobilizable
AI2934_v1_c6	G628	5010	-	-	-	-	Non-mobilizable
AI2934_v1_c7	G629	3511	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2934_v1_c8	G630	1332	-	-	-	-	Non-mobilizable
AI2934_v1_c9	G631	1073	-	-	-	-	Non-mobilizable
AI2935_v1_c1	-	5218036	rep_cluster_1527,rep_cluster_24	-	-	-	Non-mobilizable
AI2935_v1_c2	G1	250090	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2935_v1_c3	G632	90277	-	-	MPF_F	-	Non-mobilizable
AI2935_v1_c4	G1	86953	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2935_v1_c5	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2936_v1_c1	-	4862064	IncFIB	-	-	-	Non-mobilizable
AI2936_v1_c2	G1	270215	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2936_v1_c3	G633	4995	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2937_v1_c1	-	5805216	-	-	-	-	Non-mobilizable
AI2937_v1_c2	G1	247179	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2937_v1_c3	G1	58715	IncR	MOBP	-	-	Mobilizable
AI2938_v1_c1	-	5131774	-	MOBP	-	-	Mobilizable
AI2939_v1_c1	-	4924008	-	-	MPF_F	-	Non-mobilizable
AI2939_v1_c2	G1	293216	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2939_v1_c3	G1	115994	-	-	-	MOB_unknown	Mobilizable
AI2939_v1_c4	G634	5540	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2939_v1_c5	G635	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2940_v1_c1	-	5426105	-	-	-	-	Non-mobilizable
AI2940_v1_c2	G1	286491	IncFIB,ColRNAI_rep_cluster_1857,IncFII,IncFII	MOBC,MOBF	MPF_F	-	Conjugative
AI2941_v1_c1	-	4331308	-	-	-	-	Non-mobilizable
AI2941_v1_c2	G1080	542725	-	-	-	-	Non-mobilizable
AI2941_v1_c3	G1	330089	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2941_v1_c4	G1	30128	IncU	-	-	-	Non-mobilizable
AI2941_v1_c5	G636	4921	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2941_v1_c6	G637	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2941_v1_c7	G638	2200	-	-	-	-	Non-mobilizable
AI2941_v1_c8	G639	653	-	-	-	-	Non-mobilizable
AI2941_v1_c9	G640	353	-	-	-	-	Non-mobilizable
AI2942_v1_c1	-	5278699	-	-	-	-	Non-mobilizable
AI2942_v1_c10	G641	3223	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2942_v1_c11	-	2143	-	-	-	-	Non-mobilizable
AI2942_v1_c12	G642	1335	-	-	-	MOBP	Mobilizable
AI2942_v1_c13	-	1126	-	-	-	-	Non-mobilizable
AI2942_v1_c14	-	684	-	-	-	-	Non-mobilizable
AI2942_v1_c15	-	159	-	-	-	-	Non-mobilizable
AI2942_v1_c2	G1	181487	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2942_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2942_v1_c4	G1	54263	rep_cluster_1418,IncFIA,IncR	-	-	-	Non-mobilizable
AI2942_v1_c5	-	39899	-	-	-	-	Non-mobilizable
AI2942_v1_c6	G1	34504	-	-	-	-	Non-mobilizable
AI2942_v1_c7	G643	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2942_v1_c8	G644	5379	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2942_v1_c9	G645	4938	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2943_v1_c1	-	5773088	-	-	-	-	Non-mobilizable
AI2943_v1_c2	G1	123302	IncFIA	MOBF	-	-	Mobilizable
AI2943_v1_c3	G1	93629	rep_cluster_1418,IncFII	-	MPF_F	-	Non-mobilizable
AI2943_v1_c4	G1	70199	IncFIB	-	-	-	Non-mobilizable
AI2943_v1_c5	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2943_v1_c6	G1	47284	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2943_v1_c7	G1	35017	-	MOBP	MPF_T	-	Conjugative
AI2943_v1_c8	G646	5895	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	MOBP	Mobilizable
AI2943_v1_c9	G647	3897	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2945_v1_c1	-	5942035	-	-	MPF_F	-	Non-mobilizable
AI2945_v1_c2	G1	98209	IncL/M,IncFIA,IncR	MOBP	MPF_I	-	Conjugative
AI2945_v1_c3	G648	2815	ColRNAI_rep_cluster_1857	-	-	-	Non-mobilizable
AI2946_v1_c1	-	5942021	-	-	MPF_F	-	Non-mobilizable
AI2946_v1_c2	G1	98209	IncL/M,IncFIA,IncR	MOBP	MPF_I	-	Conjugative
AI2946_v1_c3	G649	2815	ColRNAI_rep_cluster_1857	-	-	-	Non-mobilizable
AI2949_v1_c1	-	5212580	-	MOBP	-	-	Mobilizable
AI2949_v1_c2	G1	128607	IncFIB,IncFIIA,IncFII,IncFIA	MOBF	MPF_F	MOBF	Conjugative
AI2949_v1_c3	G650	6647	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2950_v1_c1	-	4761982	-	-	-	-	Non-mobilizable
AI2950_v1_c2	G1	132450	IncFII,IncFIB	-	-	-	Non-mobilizable
AI2950_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2950_v1_c4	G651	4783	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2950_v1_c5	G652	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2951_v1_c1	-	5070006	-	MOBP,MOBP	-	-	Mobilizable
AI2951_v1_c2	G1	90741	IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2951_v1_c3	G1	88990	IncFIB,ColRNAI_rep_cluster_1291,IncFIA	-	-	-	Non-mobilizable
AI2951_v1_c4	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2951_v1_c5	G946	31765	IncX4	MOBP	MPF_T	-	Conjugative
AI2951_v1_c6	G653	4087	rep_cluster_1778	MOBQ	-	MOBQ,MOBQ	Mobilizable
AI2951_v1_c7	G654	1552	ColRNAI_rep_cluster_1885	-	-	MOB_unknown	Mobilizable
AI2952_v1_c1	-	5323918	-	-	-	-	Non-mobilizable
AI2952_v1_c2	G1	183280	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2952_v1_c3	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2952_v1_c4	G655	3541	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2953_v1_c1	-	5341580	-	-	-	-	Non-mobilizable
AI2953_v1_c2	G1	180441	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2953_v1_c3	G1	67240	IncL/M	MOBP	MPF_I	-	Conjugative
AI2953_v1_c4	G1	47284	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2953_v1_c5	G656	7660	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2953_v1_c6	G657	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2954_v5_c1	-	5356393	-	-	MPF_T	-	Non-mobilizable
AI2954_v5_c2	G1	157723	IncFIB	MOBF	MPF_F	-	Conjugative
AI2954_v5_c3	G1	46606	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2957_v1_c1	-	5371592	-	-	-	-	Non-mobilizable
AI2957_v1_c10	G658	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2957_v1_c2	G1	297395	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2957_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2957_v1_c4	G659	3991	rep_cluster_2050	-	-	-	Non-mobilizable
AI2957_v1_c5	G1052	3918	-	-	-	-	Non-mobilizable
AI2957_v1_c6	G660	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2957_v1_c7	G661	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2957_v1_c8	G662	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2957_v1_c9	G663	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2958_v1_c1	-	5311562	-	-	MPF_T	-	Non-mobilizable
AI2958_v1_c2	G1	143672	IncFIB,IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2959_v1_c1	-	5290358	-	-	-	-	Non-mobilizable
AI2959_v1_c10	G664	1783	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2959_v1_c2	G1	115409	IncFIB,IncFII,IncFIA	MOBF	MPF_F	MOBF	Conjugative
AI2959_v1_c3	G1	100782	IncI1	MOBP	MPF_I	MOBP	Conjugative
AI2959_v1_c4	G1	100287	IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2959_v1_c5	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2959_v1_c6	G665	4921	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2959_v1_c7	G666	3223	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2959_v1_c8	G667	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2959_v1_c9	G1021	2101	Inc13	-	-	-	Non-mobilizable
AI2960_v1_c1	-	5432644	-	-	MPF_T	-	Non-mobilizable
AI2960_v1_c10	G668	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2960_v1_c2	G1	276336	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2960_v1_c3	G1	238024	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2960_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2960_v1_c5	G669	3991	rep_cluster_2050	-	-	-	Non-mobilizable
AI2960_v1_c6	G670	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2960_v1_c7	G671	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2960_v1_c8	G672	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2960_v1_c9	G673	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2961_v1_c1	-	5468335	-	-	-	-	Non-mobilizable
AI2961_v1_c10	G674	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2961_v1_c11	G675	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2961_v1_c12	G676	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2961_v1_c2	G1	302049	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2961_v1_c3	G1	229632	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2961_v1_c4	G1	59623	IncL/M	MOBP	MPF_I	-	Conjugative
AI2961_v1_c5	G1022	4168	-	-	-	-	Non-mobilizable
AI2961_v1_c6	G677	3991	rep_cluster_2050	-	-	-	Non-mobilizable
AI2961_v1_c7	G678	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2961_v1_c8	G679	3516	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2961_v1_c9	G1039	2518	ColRNAI_rep_cluster_1990	MOBV	-	-	Mobilizable
AI2962_v1_c1	-	5374212	-	-	-	-	Non-mobilizable
AI2962_v1_c10	G680	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2962_v1_c2	G1	289543	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2962_v1_c3	G1	242274	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2962_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2962_v1_c5	G681	3991	ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2962_v1_c6	G682	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2962_v1_c7	G683	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2962_v1_c8	G684	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2962_v1_c9	G685	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2963_v1_c1	-	5105603	-	MOBP,MOBP	-	-	Mobilizable
AI2963_v1_c10	G1070	1225	-	-	-	-	Non-mobilizable
AI2963_v1_c11	G1074	322	-	-	-	-	Non-mobilizable
AI2963_v1_c12	G686	254	-	-	-	-	Non-mobilizable
AI2963_v1_c13	G992	149	-	-	-	-	Non-mobilizable
AI2963_v1_c2	G1	76491	IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2963_v1_c3	G1	68062	IncFIB,IncFIA,ColRNAI_rep_cluster_1291	-	-	-	Non-mobilizable
AI2963_v1_c4	G1023	5167	ColRNAI_rep_cluster_1291	MOBQ	-	-	Mobilizable
AI2963_v1_c5	G687	4064	rep_cluster_1785	MOBQ	-	MOBQ,MOBQ	Mobilizable
AI2963_v1_c6	G688	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2963_v1_c7	G689	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2963_v1_c8	G936	1902	ColRNAI_rep_cluster_1885	-	-	MOBP	Mobilizable
AI2963_v1_c9	G690	1783	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2964_v1_c1	-	4731650	-	-	-	-	Non-mobilizable
AI2964_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2964_v1_c3	G1075	4183	-	-	-	-	Non-mobilizable
AI2964_v1_c4	G691	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2964_v1_c5	G692	2317	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2965_v1_c1	-	5373453	-	-	-	-	Non-mobilizable
AI2965_v1_c10	G693	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2965_v1_c2	G1	254193	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2965_v1_c3	G1	226149	IncFIB	MOBF	MPF_F	-	Conjugative
AI2965_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2965_v1_c5	G694	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2965_v1_c6	G695	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2965_v1_c7	G696	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2965_v1_c8	G697	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2965_v1_c9	G698	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2966_v1_c1	-	5372333	-	-	-	-	Non-mobilizable
AI2966_v1_c10	G699	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2966_v1_c11	G700	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2966_v1_c2	G1	239544	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2966_v1_c3	G1	180654	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2966_v1_c4	G1	26406	IncL/M	-	-	-	Non-mobilizable
AI2966_v1_c5	G701	3991	rep_cluster_2050	-	-	-	Non-mobilizable
AI2966_v1_c6	G702	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2966_v1_c7	G703	3516	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2966_v1_c8	G704	3420	-	-	-	-	Non-mobilizable
AI2966_v1_c9	G705	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2967_v1_c1	-	5499978	-	-	MPF_T	-	Non-mobilizable
AI2967_v1_c2	G1	184932	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2967_v1_c3	G1	65473	IncL/M	MOBP	MPF_I	-	Conjugative
AI2967_v1_c4	G706	4593	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2968_v1_c1	-	3866332	-	-	-	-	Non-mobilizable
AI2968_v1_c10	G707	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2968_v1_c11	G708	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2968_v1_c2	-	1649090	-	-	MPF_F	-	Non-mobilizable
AI2968_v1_c3	G1	178044	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2968_v1_c4	G1	29239	-	-	-	-	Non-mobilizable
AI2968_v1_c5	G1	19315	-	-	-	-	Non-mobilizable
AI2968_v1_c6	G709	4293	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2968_v1_c7	G710	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2968_v1_c8	G711	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2968_v1_c9	G937	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2969_v1_c1	-	5370776	-	-	-	-	Non-mobilizable
AI2969_v1_c10	G712	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2969_v1_c11	G713	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2969_v1_c12	-	185	-	-	-	-	Non-mobilizable
AI2969_v1_c13	G1071	108	-	-	-	-	Non-mobilizable
AI2969_v1_c2	G1	309264	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2969_v1_c3	G1	209383	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2969_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2969_v1_c5	G714	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2969_v1_c6	G715	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2969_v1_c7	G716	3516	-	MOBP,MOBP	-	MOBP	Mobilizable
AI2969_v1_c8	G1076	3007	-	-	-	-	Non-mobilizable
AI2969_v1_c9	G717	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2970_v1_c1	-	5375631	-	-	-	-	Non-mobilizable
AI2970_v1_c2	G1	309790	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2970_v1_c3	G1	234442	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2970_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2970_v1_c5	G718	7301	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP,MOBP	Mobilizable
AI2970_v1_c6	G719	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2970_v1_c7	G720	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2970_v1_c8	G721	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2970_v1_c9	G722	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2971_v1_c1	-	5335526	-	-	MPF_T	-	Non-mobilizable
AI2971_v1_c2	G1	211103	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2971_v1_c3	G1	41986	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2972_v1_c1	-	4793544	-	-	-	-	Non-mobilizable
AI2972_v1_c2	G1	297896	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2972_v1_c3	G1	67220	IncL/M	MOBP	MPF_I	-	Conjugative
AI2972_v1_c4	G723	4853	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2972_v1_c5	G724	2496	ColRNAI_rep_cluster_1987	-	-	MOB_unknown,MOBP	Mobilizable
AI2973_v2_c1	-	5332354	-	-	MPF_T	-	Non-mobilizable
AI2973_v2_c2	G1	99593	IncFIB,IncFII,IncFII	-	-	-	Non-mobilizable
AI2973_v2_c3	G1	98795	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2974_v1_c1	-	5373542	-	-	-	-	Non-mobilizable
AI2974_v1_c10	G725	1551	ColRNAI_rep_cluster_1885	-	-	MOBP,MOB_unknown	Mobilizable
AI2974_v1_c2	G1	303297	rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2974_v1_c3	G1	239351	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2974_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2974_v1_c5	G726	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2974_v1_c6	G727	3670	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2974_v1_c7	G728	3516	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2974_v1_c8	G947	2058	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2974_v1_c9	G729	1949	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2975_v1_c1	-	5372798	-	-	-	-	Non-mobilizable
AI2975_v1_c2	G1	492580	IncFIB,rep_cluster_1150,IncFII	MOBH,MOBF	MPF_F	-	Conjugative
